"id";"name";"d1";"d2";"d3";"d4";"d5"
1407;"Qualys,Inc.(qlys)";"1,029.30";"914.20";"285.70";"845.20";"720.20"
1408;"RexfordIndustrialRealty,Inc.(rexr)";"517.20";"1,224.60";"1,181.90";"58.60";"1,784.60"
1409;"MorphoSysAG(mor)";"-2,803.20";"-2,395.09";"-1,742.34";"-2,842.35";"-1,797.20"
1410;"SemtechCorp.(smtc)";"2,516.90";"1,238.20";"-129.70";"1,333.80";"1,256.40"
1411;"CNXResourcesCorp.(cnx)";"6,139.40";"5.46";"2.82";"-2,565.10";"1.74"
1412;"YY,Inc.(yy)";"-4,334.64";"1.52";"1.15";"9,550.40";"8,351.54"
1413;"FultonFinancialCorp.(fult)";"6,563.30";"3,519.70";"4,948.00";"3,400.10";"4,890.50"
1414;"VerintSystems,Inc.(vrnt)";"2,292.40";"-122.50";"1,828.60";"306.60";"-576.60"
1415;"BancorpSouthBank(bxs)";"6,668.30";"5,404.60";"5,349.10";"3,752.30";"3,952.80"
1416;"SignetJewelersLtd.(sig)";"-2,300.00";"-4.97";"3.51";"-390.00";"9,340.00"
1417;"ACIWorldwide,Inc.(aciw)";"-1,457.40";"-1,942.80";"3,316.40";"338.80";"-2,980.90"
1418;"AmTrustFinancialServices,Inc.(NewYork)(afsi)";"0.00";"0.00";"0.00";"0.00";"0.00"
1419;"BJ'sWholesaleClubHoldings,Inc.(bj)";"-549.00";"1,430.10";"6,807.40";"2,287.30";"1,981.50"
1420;"Kennametal,Inc.(kmt)";"7,015.20";"5,311.10";"4,215.80";"3,963.80";"2,561.20"
1421;"NCRCorp.(ncr)";"-1.44";"5,600.00";"-3,300.00";"1.19";"9,700.00"
1422;"TheGEOGroup,Inc.(geo)";"3,742.10";"3,498.70";"3,635.70";"3,848.90";"3,099.20"
1423;"MadrigalPharmaceuticals,Inc.(mdgl)";"-646.00";"-636.40";"-844.50";"-836.30";"-834.70"
1424;"CoreCivic,Inc.(cxw)";"3,919.70";"3,777.70";"4,134.00";"4,117.80";"4,547.50"
1425;"STAGIndustrial,Inc.(stag)";"926.40";"2,167.60";"612.40";"1,847.80";"-111.90"
1426;"AmericanEquityInvestmentLifeHoldingCo.(ael)";"--";"--";"--";"--";"--"
1427;"CornerstoneOnDemand,Inc.(csod)";"-1,200.70";"-1,621.60";"-900.40";"-1,485.50";"-2,126.50"
1428;"WhiteMountainsInsuranceGroupLtd.(wtm)";"--";"--";"-30.00";"-2,190.00";"340.00"
1429;"ColonyCapital,Inc.(clny)";"-9,344.90";"-7,334.30";"-3.70";"-102.70";"3,600.90"
1430;"DomtarCorp.(ufs)";"4,300.00";"5,400.00";"-3.40";"7,000.00";"3,800.00"
1431;"CVRRefiningLP(cvrr)";"1.74";"1.18";"1.47";"-2,900.00";"7,000.00"
1432;"MFAFinancial,Inc.(mfa)";"6,617.30";"7,919.60";"9,383.60";"5,964.60";"7,572.60"
1433;"BancoMacroSA(bma)";"1.34";"1.81";"1.70";"1.50";"1.27"
1434;"PDCEnergy,Inc.(pdce)";"-1.60";"-1,313.90";"7,763.70";"-2.93";"4,125.00"
1435;"GATXCorp.(gatx)";"4,700.00";"3,880.00";"7,630.00";"3.42";"4,900.00"
1436;"SprottPhysicalGold&SilverTrust(cef)";"-1.37";"-9,840.48";"382.73";"-5,153.64";"9,569.90"
1437;"BoydGamingCorp.(byd)";"1,183.70";"3,859.80";"4,139.90";"8,215.00";"2,297.60"
1438;"SinclairBroadcastGroup,Inc.(sbgi)";"2,930.90";"4,399.40";"4.45";"3,256.60";"4,603.50"
1439;"AllianceBernsteinHoldingLP(ab)";"6,590.00";"5,845.70";"5,816.00";"7,859.30";"4,317.80"
1440;"GenesisEnergyLP(gel)";"1,087.10";"789.80";"1,540.10";"616.00";"3,358.00"
1441;"CrescentPointEnergyCorp.(cpg)";"2,333.55";"-1.29";"-7,171.06";"-4,436.46";"-2.16"
1442;"SensientTechnologiesCorp.(sxt)";"4,719.30";"3,912.30";"3,819.40";"1,342.10";"3,221.30"
1443;"CorporateOfficePropertiesTrust,Inc.(ofc)";"1,869.70";"1,934.00";"1,703.70";"539.40";"1,963.30"
1444;"ColumbiaBankingSystem,Inc.(colb)";"4,641.50";"4,127.60";"3,953.30";"1,555.30";"4,021.10"
1445;"Moog,Inc.(mog.b)";"4,075.00";"1,396.50";"129.90";"3,860.20";"4,008.80"
1446;"OceanRigUDW,Inc.(orig)";"-1,908.80";"5,485.00";"-37.12";"3,904.40";"1.56"
1447;"Alteryx,Inc.(ayx)";"-529.50";"-518.60";"-153.90";"-329.90";"-699.40"
1448;"EmpireStateRealtyOPLP(fisk)";"1,664.10";"976.20";"1,726.40";"1,879.50";"1,657.40"
1449;"Greif,Inc.(gef)";"7,200.00";"5,190.00";"6,010.00";"3,970.00";"4,750.00"
1450;"USANAHealthSciences,Inc.(usna)";"3,104.00";"3,390.70";"2,894.60";"-585.10";"2,376.90"
1451;"OldNationalBancorp(onb)";"5,134.80";"4,400.10";"4,798.30";"-1,849.30";"3,937.20"
1452;"UniFirstCorp.(unf)";"3,495.20";"3,635.90";"5,837.80";"3,420.60";"-473.60"
1453;"SMEnergyCo.(sm)";"1,719.70";"3.17";"-2,625.80";"-8,911.20";"-1.20"
1454;"HiltonGrandVacations,Inc.(hgv)";"1.07";"3,000.00";"1.83";"4,300.00";"5,082.89"
1455;"Omnicell,Inc.(omcl)";"1,362.80";"658.80";"272.00";"2,429.10";"623.10"
1456;"RetailPropertiesofAmerica,Inc.(rpai)";"1,079.20";"716.50";"-471.00";"-3,960.20";"-431.60"
1457;"Kennedy-WilsonHoldings,Inc.(kw)";"1.09";"-260.00";"9,880.00";"-910.00";"920.00"
1458;"ACADIAPharmaceuticals,Inc.(acad)";"-6,326.60";"-5,429.60";"-6,887.10";"-6,524.80";"-6,744.10"
1459;"SkyWest,Inc.(skyw)";"7,585.90";"5,436.20";"2.90";"5,371.60";"5,047.70"
1460;"GeneracHoldings,Inc.(gnrc)";"5,423.10";"3,377.00";"8,249.10";"4,005.00";"2,574.50"
1461;"FTIConsulting,Inc.(fcn)";"4,433.30";"4,360.90";"3,894.50";"6,688.80";"3,221.40"
1462;"HoulihanLokey,Inc.(hli)";"4,011.90";"2,968.20";"3,809.90";"6,158.30";"3,335.70"
1463;"VipshopHoldingsLtd.(vips)";"1.08";"8,249.77";"9,976.83";"4,773.89";"5,404.43"
1464;"ValmontIndustries,Inc.(vmi)";"699.10";"3,468.00";"4,048.00";"-163.00";"3,666.60"
1465;"AscendisPharmaA/S(asnd)";"-2,712.45";"-5,085.01";"-4,023.56";"-3,979.51";"-3,381.91"
1466;"EmpireStateRealtyTrust,Inc.(esrt)";"1,664.10";"976.20";"1,726.40";"1,879.50";"1,657.40"
1467;"ColumbiaPropertyTrust,Inc.(cxp)";"635.40";"-351.20";"142.50";"-143.20";"-91.50"
1468;"EmpireStateRealtyOPLP(esba)";"1,664.10";"976.20";"1,726.40";"1,879.50";"1,657.40"
1469;"NationalGeneralHoldingsCorp.(nghc)";"0.00";"0.00";"0.00";"0.00";"0.00"
1470;"TechDataCorp.(tecd)";"7,586.60";"3,369.90";"126.00";"3,726.80";"4,745.90"
1471;"LHCGroup,Inc.(lhcg)";"2,065.60";"797.80";"2,138.90";"1,289.00";"1,419.30"
1472;"Chegg,Inc.(chgg)";"-390.90";"-261.70";"365.90";"-1,151.60";"-602.50"
1473;"Welbilt,Inc.(wbt)";"1,210.00";"1,250.00";"6,580.00";"3,310.00";"3,010.00"
1474;"MurphyUSA,Inc.(musa)";"5,180.00";"3,930.00";"1.25";"6,788.70";"5,556.30"
1475;"EmpireStateRealtyOPLP(ogcp)";"1,664.10";"976.20";"1,726.40";"1,879.50";"1,657.40"
1476;"BrookfieldBusinessPartnersLP(bbu)";"3.08";"2.16";"-600.00";"4,400.00";"-2,600.00"
1477;"SilganHoldings,Inc.(slgn)";"8,470.00";"5,534.30";"4,572.10";"1.46";"7,238.20"
1478;"HainCelestialGroup,Inc.(hain)";"-455.60";"2,524.10";"4,710.30";"1,984.60";"31.30"
1479;"AVXCorp.(avx)";"7,206.90";"5,596.30";"3,182.00";"-9,321.20";"3,481.80"
1480;"Owens-Illinois,Inc.(oi)";"5,600.00";"1.03";"-1.25";"1.35";"1.43"
1481;"BlackhawkNetworkHoldings,Inc.(hawk)";"-1,558.80";"-1.28";"-758.60";"-619.40";"-1,336.30"
1482;"KBR,Inc.(kbr)";"6,200.00";"1.39";"2.76";"4,670.00";"7,840.00"
1483;"OrmatTechnologies,Inc.(ora)";"265.90";"7,425.60";"6,942.70";"2,755.90";"1,184.60"
1484;"SouthJerseyIndustries,Inc.(sji)";"-9,379.30";"1.11";"400.90";"-3,754.80";"-761.20"
1485;"GolarLNGLtd.(glng)";"5,315.80";"-839.70";"1,491.50";"-3,647.40";"-6,452.90"
1486;"TenetHealthcareCorp.(thc)";"1.06";"1.90";"-10,000.00";"-2.88";"3,100.00"
1487;"AppliedIndustrialTechnologies,Inc.(ait)";"4,036.20";"3,659.20";"3,095.00";"3,372.10";"5,296.00"
1488;"TreeHouseFoods,Inc.(ths)";"-2,010.00";"-3,410.00";"-3.09";"2,880.00";"-3,420.00"
1489;"FirstServiceCorp.(fsv)";"2,583.90";"2,260.60";"608.30";"1,462.20";"1,546.30"
1490;"GrupoFinancieroGaliciaSA(ggal)";"1.23";"1.57";"1.59";"1.37";"1.20"
1491;"StevenMaddenLtd.(shoo)";"3,244.50";"2,919.80";"2,476.80";"4,482.60";"2,902.30"
1492;"InternationalBancsharesCorp.(iboc)";"5,288.70";"5,342.00";"4,523.50";"3,962.80";"4,056.90"
1493;"Exponent,Inc.(expo)";"1,745.30";"1,842.50";"2,034.00";"-370.50";"1,464.30"
1494;"TwoHarborsInvestmentCorp.(two)";"1.26";"3.21";"1.54";"9,317.60";"433.30"
1495;"SimpsonManufacturingCo.,Inc.(ssd)";"4,408.60";"2,542.90";"1,308.50";"2,819.70";"2,821.40"
1496;"VeriFoneSystems,Inc.(pay)";"-1,675.20";"715.50";"290.00";"-7,078.80";"-8,966.50"
1497;"InterceptPharmaceuticals,Inc.(icpt)";"-7,519.30";"-8,159.00";"-1.11";"-7,260.10";"-8,656.40"
1498;"AllianceResourcePartnersLP(arlp)";"8,477.30";"1.53";"7,320.30";"6,030.10";"6,224.90"
1499;"CrestwoodEquityPartnersLP(ceqp)";"-2,150.00";"3,400.00";"-1.20";"-2,790.00";"30.00"
1500;"OrbotechLtd.(orbk)";"3,572.50";"2,989.90";"5,536.20";"3,615.10";"2,459.40"
1501;"FederatedInvestors,Inc.(fii)";"5,960.80";"3,729.30";"5,795.60";"1.27";"5,421.90"
1502;"EldoradoResorts,Inc.(eri)";"3,679.60";"2,085.50";"8,969.30";"2,811.60";"-4,728.30"
1503;"LaQuintaHoldings,Inc.(lq)";"-1,506.80";"1.21";"1,240.80";"1,682.30";"167.80"
1504;"B2GoldCorp.(btg)";"2,133.30";"5,742.80";"3,446.60";"1,239.30";"1,926.40"
1505;"BrandywineRealtyTrust(bdn)";"-4,300.30";"1,292.00";"4,421.50";"7,313.70";"1,880.30"
1506;"SiteOneLandscapeSupply,Inc.(site)";"6,310.00";"-1,700.00";"400.00";"1,690.00";"4,420.00"
1507;"ViaviSolutions,Inc.(viav)";"-2,880.00";"-870.00";"-370.00";"-480.00";"1,210.00"
1508;"FirstInterstateBancSystem,Inc.(Montana)(fibk)";"4,140.00";"4,170.00";"3,670.00";"3,426.80";"2,725.90"
1509;"CommvaultSystems,Inc.(cvlt)";"-856.70";"-166.10";"-5,894.50";"-101.00";"-28.40"
1510;"RexnordCorp.(rxn)";"4,220.00";"-6,190.00";"8,160.00";"2,980.00";"2,650.00"
1511;"FirstFinancialBancorp(Ohio)(ffbc)";"5,065.70";"3,641.80";"3,050.60";"2,481.10";"2,482.60"
1512;"LifePointHealth,Inc.(lpnt)";"2,330.00";"5,480.00";"-530.00";"-2,700.00";"2,990.00"
1513;"AzulSA(azul)";"-1,247.44";"6,485.42";"9,242.41";"6,488.01";"-1,044.21"
1514;"Moog,Inc.(mog.a)";"4,075.00";"1,396.50";"129.90";"3,860.20";"4,008.80"
1515;"HMSHoldingsCorp.(hmsy)";"-336.70";"639.10";"2,572.30";"637.20";"651.70"
1516;"TheChildren'sPlace,Inc.(plce)";"748.60";"3,153.70";"-989.80";"4,407.70";"1,429.00"
1517;"AspenInsuranceHoldingsLtd.(ahl)";"0.00";"0.00";"0.00";"0.00";"0.00"
1518;"DormanProducts,Inc.(dorm)";"3,401.70";"3,433.90";"3,064.70";"2,196.80";"2,700.80"
1519;"PolyOneCorp.(pol)";"5,020.00";"5,150.00";"4,770.00";"3,550.00";"4,020.00"
1520;"Dillard's,Inc.(dds)";"-286.80";"8,054.80";"1.58";"1,453.90";"-1,708.00"
1521;"EdgewellPersonalCareCo.(epc)";"1,210.00";"6,510.00";"670.00";"-1.48";"5,490.00"
1522;"OUTFRONTMedia,Inc.(out)";"-590.00";"840.00";"3,480.00";"5,070.00";"3,710.00"
1523;"VishayIntertechnology,Inc.(vsh)";"1.03";"6,254.50";"-1.78";"6,458.30";"5,640.90"
1524;"IronwoodPharmaceuticals,Inc.(irwd)";"-4,938.00";"-4,314.40";"1,208.50";"-3,229.70";"-4,422.40"
1525;"Korn/FerryInternational(kfy)";"-3,865.10";"4,186.50";"2,713.20";"3,633.00";"2,914.10"
1526;"AMCEntertainmentHoldings,Inc.(amc)";"2,220.00";"1,770.00";"-2.76";"-4,270.00";"-1.77"
1527;"CabotMicroelectronicsCorp.(ccmp)";"4,817.20";"3,513.70";"2,970.70";"-307.20";"2,643.70"
1528;"Monro,Inc.(mnro)";"2,176.10";"2,064.40";"1,748.20";"1,160.10";"1,726.70"
1529;"WNS(Holdings)Ltd.(wns)";"2,335.14";"2,155.74";"2,443.22";"2,658.92";"1,929.75"
1530;"ApolloCommercialRealEstateFinance,Inc.(ari)";"5,464.80";"4,777.40";"4,184.70";"3,329.30";"5,658.30"
1531;"KosmosEnergyLtd.(kos)";"-1.03";"-5,022.60";"-1.22";"-6,340.50";"-846.70"
1532;"BottomlineTechnologies,Inc.(epay)";"1,275.20";"-100.20";"308.80";"-424.10";"-565.90"
1533;"ColliersInternationalGroup,Inc.(cigi)";"2,880.40";"854.10";"4,278.80";"1,831.60";"2,552.20"
1534;"SouthStateCorp.(ssb)";"4,708.20";"4,045.90";"4,232.60";"242.10";"3,504.60"
1535;"SupernusPharmaceuticals,Inc.(supn)";"3,073.70";"2,635.20";"1,365.80";"1,596.10";"1,736.80"
1536;"ProspectCapitalCorp.(psec)";"1.14";"5,185.90";"1.22";"1,197.30";"5,116.80"
1537;"Medifast,Inc.(med)";"1,413.30";"1,222.20";"730.60";"668.60";"758.40"
1538;"QuidelCorp.(qdel)";"-307.60";"3,395.80";"-508.80";"-552.50";"-1,184.20"
1539;"LibertyExpediaHoldings,Inc.(lexea)";"-1.32";"-3.24";"-15.46";"1.23";"-2.25"
1540;"NextEraEnergyPartnersLP(nep)";"1.10";"2.96";"-2,100.00";"-5,600.00";"3,800.00"
1541;"RepligenCorp.(rgen)";"273.80";"344.80";"1,217.80";"466.90";"843.80"
1542;"PampaEnergíaSA(pam)";"-2.21";"1.69";"1.20";"9,295.78";"317.83"
1543;"InterDigital,Inc.(idcc)";"977.60";"2,872.90";"5,166.70";"3,472.50";"5,154.40"
1544;"SimmonsFirstNationalCorp.(sfnc)";"5,519.30";"5,356.20";"5,131.20";"1,890.30";"2,885.20"
1545;"RH(rh)";"6,404.20";"2,805.90";"26.10";"1,315.10";"-786.20"
1546;"AMNHealthcareServices,Inc.(amn)";"3,552.90";"4,268.10";"4,116.70";"2,812.80";"3,125.50"
1547;"TempurSealyInternational,Inc.(tpx)";"2,120.00";"2,280.00";"4,710.00";"4,120.00";"2,170.00"
1548;"UltragenyxPharmaceutical,Inc.(rare)";"-5,272.80";"3,025.30";"-8,173.10";"-7,922.70";"-7,289.10"
1549;"CogentCommunicationsHoldings,Inc.(ccoi)";"655.20";"678.40";"-622.70";"365.00";"431.70"
1550;"EnLinkMidstreamLLC(enlc)";"1.02";"5,710.00";"2.60";"2,410.00";"2,710.00"
1551;"LendingTree,Inc.(tree)";"4,484.90";"3,585.70";"-651.80";"1,013.10";"800.70"
1552;"McDermottInternational,Inc.(mdr)";"4,500.00";"3,412.20";"2,363.50";"9,292.60";"3,645.90"
1553;"LibertyExpediaHoldings,Inc.(lexeb)";"-1.32";"-3.24";"-15.46";"1.23";"-2.25"
1554;"Floor&DecorHoldings,Inc.(fnd)";"3,984.60";"3,187.10";"4,797.60";"2,325.50";"2,042.90"
1555;"TEGNA,Inc.(tgna)";"9,251.20";"5,518.70";"3.03";"5,075.40";"4,927.00"
1556;"IntegerHoldingsCorp.(itgr)";"2,305.60";"811.80";"5,433.80";"1,369.00";"299.00"
1557;"GenomicHealth,Inc.(ghdx)";"831.70";"-377.50";"187.90";"-219.10";"-273.90"
1558;"UrbanEdgeProperties(ue)";"5,364.00";"2,065.20";"-1,429.90";"1,713.90";"1,354.40"
1559;"QuakerChemicalCorp.(kwr)";"1,928.70";"1,272.50";"-927.40";"1,162.80";"1,225.90"
1560;"ElPasoElectricCo.(ee)";"3,317.10";"-701.40";"648.60";"5,945.00";"3,592.40"
1561;"TritonInternationalLtd.(trtn)";"1.07";"8,286.50";"2.10";"5,954.60";"4,801.40"
1562;"PiedmontOfficeRealtyTrust,Inc.(pdm)";"1,094.20";"5,783.00";"-3,130.60";"1,662.10";"1,721.80"
1563;"LeggMason,Inc.(lm)";"7,022.60";"6,376.60";"7,339.00";"1.44";"7,297.70"
1564;"ProAssuranceCorp.(pra)";"--";"--";"--";"--";"--"
1565;"WattsWaterTechnologies,Inc.(wts)";"3,600.00";"2,820.00";"-230.00";"2,650.00";"2,720.00"
1566;"WorthingtonIndustries,Inc.(wor)";"5,695.80";"3,285.70";"7,829.70";"4,162.20";"4,807.40"
1567;"Smartsheet,Inc.(smar)";"-1,230.10";"-1,433.00";"-871.40";"-1,035.80";"-2,285.00"
1568;"FirstMidwestBancorp,Inc.(Illinois)(fmbi)";"5,291.10";"2,936.00";"3,319.90";"234.10";"3,789.50"
1569;"AcadiaRealtyTrust(akr)";"405.20";"758.50";"737.50";"-1,522.10";"-24.00"
1570;"WashingtonFederal,Inc.(wafd)";"5,151.50";"5,139.40";"4,927.10";"5,167.00";"4,610.40"
1571;"Envestnet,Inc.(env)";"-599.10";"800.20";"1,764.50";"-132.00";"-647.00"
1572;"SandersonFarms,Inc.(safm)";"1,131.20";"4,135.00";"5,047.40";"7,177.20";"1.14"
1573;"PotlatchDelticCorp.(pch)";"4,614.80";"1,459.70";"1,158.80";"3,370.00";"2,424.40"
1574;"AcceleronPharma,Inc.(xlrn)";"-2,893.80";"-2,621.90";"-2,792.60";"-2,545.10";"-2,966.90"
1575;"Cal-MaineFoods,Inc.(calm)";"1,274.30";"7,209.60";"9,635.80";"-2,608.10";"-1,617.70"
1576;"AmnealPharmaceuticals,Inc.(amrx)";"-4,974.90";"--";"-3.01";"-4,936.90";"-2,041.70"
1577;"MeredithCorp.(mdp)";"1,670.00";"-9,540.00";"1.59";"3,344.10";"4,336.90"
1578;"PebblebrookHotelTrust(peb)";"5,390.80";"2,030.30";"777.10";"2,631.60";"3,933.20"
1579;"Belden,Inc.(bdc)";"2,879.20";"257.00";"3,043.60";"94.50";"3,589.10"
1580;"II-VI,Inc.(iivi)";"2,716.70";"3,009.80";"959.60";"2,114.10";"3,264.70"
1581;"WD-40Co.(wdfc)";"2,149.70";"1,602.50";"1,472.20";"1,254.80";"1,428.30"
1582;"WESCOInternational,Inc.(wcc)";"5,767.30";"4,297.10";"2,220.00";"5,357.60";"4,953.50"
1583;"Plantronics,Inc.(plt)";"1,414.60";"985.40";"-4,950.40";"1,935.60";"1,882.80"
1584;"TrinseoSA(tse)";"9,830.00";"1.20";"1.18";"3,321.50";"6,015.90"
1585;"Premier,Inc.(NorthCarolina)(pinc)";"-2.53";"-5,049.00";"3.38";"3.81";"-2.60"
1586;"PanAmericanSilverCorp.(paas)";"3,669.60";"4,815.60";"4,966.40";"1,782.60";"3,601.10"
1587;"WashingtonRealEstateInvestmentTrust(wre)";"589.30";"1,060.60";"315.50";"226.60";"272.60"
1588;"XeniaHotels&Resorts,Inc.(xhr)";"2,864.20";"5,546.70";"956.40";"1,147.80";"6,918.70"
1589;"AmericanStatesWaterCo.(awr)";"1,626.10";"1,072.90";"1,278.30";"2,089.50";"2,266.80"
1590;"TerexCorp.(tex)";"5,590.00";"4,760.00";"-3,170.00";"5,660.00";"9,540.00"
1591;"RealogyHoldingsCorp.(rlgy)";"1.23";"-6,700.00";"2.55";"9,500.00";"1.09"
1592;"Nelnet,Inc.(nni)";"4,886.00";"1.13";"4,762.50";"4,585.00";"2,845.70"
1593;"EllieMae,Inc.(elli)";"1,241.60";"949.80";"220.40";"990.90";"1,451.90"
1594;"BBVABancoFrancésSA(bfr)";"9,177.17";"7,950.15";"8,074.62";"6,604.98";"-1,579.80"
1595;"MarriottVacationsWorldwideCorp.(vac)";"1,076.10";"3,598.10";"1.08";"4,076.20";"4,427.60"
1596;"TheDescartesSystemsGroup,Inc.(dsgx)";"849.80";"698.60";"666.50";"617.00";"715.90"
1597;"IndustriasBachocoSABdeCV(iba)";"-988.91";"8,117.91";"6,731.84";"7,728.67";"5,561.26"
1598;"EnerplusCorp.(erf)";"960.69";"2,343.20";"1,201.30";"1,287.00";"9,616.21"
1599;"WernerEnterprises,Inc.(wern)";"4,751.40";"3,826.40";"2,780.70";"1.41";"2,251.70"
1600;"SelectMedicalHoldingsCorp.(sem)";"5,904.20";"4,287.10";"1.18";"2,421.60";"4,995.90"
1601;"BiglariHoldings,Inc.(bh.a)";"-753.90";"-181.40";"6,946.60";"-2,470.00";"2,112.60"
1602;"ConvergysCorp.(cvg)";"1,390.00";"2,980.00";"890.00";"3,480.00";"3,980.00"
1603;"SunocoLP(sun)";"7,500.00";"-9,900.00";"1.15";"1.01";"300.00"
1604;"AvisBudgetGroup,Inc.(car)";"2,600.00";"-8,700.00";"2.20";"2.45";"300.00"
1605;"Box,Inc.(box)";"-3,808.50";"-3,663.70";"-3,266.50";"-4,292.40";"-3,928.50"
1606;"DDRCorp.(ddr)";"-4,187.00";"-7,275.00";"-2.61";"-5,193.20";"-2,163.80"
1607;"RogersCorp.(rog)";"1,732.90";"2,613.60";"699.90";"2,553.20";"2,089.60"
1608;"UnionBanksharesCorp.(ubsh)";"3,876.20";"4,980.00";"1,663.90";"1,518.50";"2,065.80"
1609;"SeaLtd.(Singapore)(se)";"-2.51";"-2.23";"-2.69";"-1.36";"-9,250.89"
1610;"NuStarEnergyLP(ns)";"2,995.00";"1.24";"2,644.00";"3,967.20";"2,752.80"
1611;"MainStreetCapitalCorp.(main)";"5,545.10";"3,451.70";"6,144.00";"3,489.90";"4,282.90"
1612;"CheesecakeFactory,Inc.(cake)";"2,835.30";"2,602.90";"5,773.80";"2,644.50";"3,816.60"
1613;"TelecomArgentinaSA(teo)";"-3.56";"1.77";"1.13";"1.18";"1.04"
1614;"HalozymeTherapeutics,Inc.(halo)";"-2,289.30";"-2,746.10";"1.24";"274.90";"-3,076.30"
1615;"CirrusLogic,Inc.(crus)";"-427.20";"1,200.40";"3,377.90";"7,330.00";"4,291.20"
1616;"Sogou,Inc.(sogo)";"3,276.71";"1,544.16";"1,553.61";"3,104.38";"2,344.56"
1617;"CallonPetroleumCo.(cpe)";"5,047.40";"5,576.10";"2,282.40";"1,708.10";"3,339.00"
1618;"TCPipelinesLP(tcp)";"7,500.00";"1.02";"6,300.00";"5,200.00";"5,200.00"
1619;"MGEEnergy,Inc.(mgee)";"1,835.10";"2,000.10";"3,613.40";"2,662.90";"1,554.30"
1620;"AeriePharmaceuticals,Inc.(aeri)";"-5,502.40";"-4,069.90";"-5,851.30";"-3,237.20";"-2,843.30"
1621;"AnixterInternational,Inc.(axe)";"4,760.00";"3,480.00";"3,210.00";"40.00";"3,760.00"
1622;"ManTechInternationalCorp.(mant)";"1,991.50";"2,006.70";"6,837.00";"1,518.20";"1,556.10"
1623;"WesBanco,Inc.(wsbc)";"3,248.60";"3,316.90";"3,352.90";"1,589.70";"2,635.60"
1624;"SeaWorldEntertainment,Inc.(seas)";"2,269.70";"-6,284.40";"-2,044.10";"5,503.40";"-1.76"
1625;"Q2Holdings,Inc.(qtwo)";"-862.70";"-604.80";"-552.10";"-578.20";"-782.10"
1626;"AllscriptsHealthcareSolutions,Inc.(mdrx)";"6,280.80";"-4,507.90";"-80.00";"-2,842.40";"-1.54"
1627;"PattersonCos.,Inc.(pdco)";"-450.90";"2,092.80";"1.09";"4,024.40";"3,084.70"
1628;"GraniteConstruction,Inc.(gva)";"5,909.70";"-608.10";"-966.20";"3,532.50";"4,805.50"
1629;"BofIHolding,Inc.(bofi)";"3,711.70";"5,125.30";"3,165.80";"3,238.30";"3,254.80"
1630;"TerrenoRealtyCorp.(trno)";"2,001.20";"999.20";"1,076.10";"1,885.20";"1,452.90"
1631;"LithiaMotors,Inc.(lad)";"9,310.70";"6,066.00";"5,206.10";"8,940.40";"5,188.60"
1632;"DiamondRockHospitalityCo.(drh)";"2,800.90";"433.80";"2,477.20";"2,162.30";"3,659.50"
1633;"VisteonCorp.(vc)";"2,300.00";"3,700.00";"6,700.00";"2,100.00";"4,700.00"
1634;"H.B.FullerCo.(ful)";"3,773.60";"4,446.40";"4,766.70";"-754.40";"2,513.90"
1635;"MallinckrodtPlc(mnk)";"-2,810.00";"-4,300.00";"16.07";"6,430.00";"7,060.00"
1636;"Norbord,Inc.(osb)";"1.74";"9,500.00";"1.60";"1.30";"9,700.00"
1637;"IndependentBankCorp.(Massachusetts)(indb)";"3,301.50";"3,111.80";"2,755.50";"2,206.40";"2,385.20"
1638;"AlbanyInternationalCorp.(ain)";"3,030.60";"1,048.20";"300.40";"1,522.00";"123.30"
1639;"HeronTherapeutics,Inc.(hrtx)";"-3,867.00";"-5,226.50";"-6,249.00";"-4,186.60";"-4,279.90"
1640;"iRobotCorp.(irbt)";"3,192.90";"1,047.10";"2,040.10";"462.00";"2,208.20"
1641;"YamanaGold,Inc.(auy)";"1,240.00";"-1.61";"-2.00";"3,830.00";"-3,680.00"
1642;"TangerFactoryOutletCenters,Inc.(skt)";"2,265.60";"2,257.50";"3,119.30";"-1,552.50";"2,908.40"
1643;"GenworthFinancial,Inc.(gnw)";"--";"--";"--";"--";"--"
1644;"PandoraMedia,Inc.(p)";"-9,198.20";"-1.32";"-4,474.90";"-6,624.30";"-2.75"
1645;"GoldFieldsLtd.(gfi)";"-2.30";"1,694.69";"1,360.49";"-1,141.89";"-2,296.08"
1646;"DSW,Inc.(dsw)";"-3,835.60";"2,429.70";"1,170.10";"403.70";"2,859.90"
1647;"Five9,Inc.(fivn)";"-204.20";"-60.70";"-63.10";"92.40";"-400.70"
1648;"AmicusTherapeutics,Inc.(fold)";"-6,183.30";"-4,991.60";"-6,920.80";"-1.12";"-4,813.60"
1649;"SallyBeautyHoldings,Inc.(sbh)";"5,822.60";"6,137.10";"8,326.40";"3,571.90";"6,653.90"
1650;"PriceSmart,Inc.(psmt)";"1,879.40";"1,847.20";"1,414.80";"2,219.00";"1,951.10"
1651;"DycomIndustries,Inc.(dy)";"2,990.00";"1,723.10";"4,005.90";"2,877.60";"4,370.80"
1652;"ExlServiceHoldings,Inc.(exls)";"1,446.20";"2,315.80";"-935.50";"2,107.70";"2,037.80"
1653;"TheBankofN.T.Butterfield&SonLtd.(ntb)";"5,036.90";"4,971.20";"4,419.70";"4,025.40";"4,109.10"
1654;"Sotheby's(bid)";"5,643.30";"-652.60";"7,558.20";"-2,348.60";"7,571.60"
